_id;departure_airports_data;arrival_airports_data;aircrafts_id;flight_no ;scheduled_departure;scheduled_arrival;status;actual_departure;actual_arrival
392;DME;CEK;SU9;PG0273;2017-07-20 13:50:00+07;2017-07-20 15:50:00+07;Arrived;2017-07-20 17:18:00+07;2017-07-20 19:17:00+07
393;DME;CEK;SU9;PG0273;2017-08-23 13:50:00+07;2017-08-23 15:50:00+07;Scheduled;;
394;DME;CEK;SU9;PG0273;2017-09-04 13:50:00+07;2017-09-04 15:50:00+07;Scheduled;;
395;DME;CEK;SU9;PG0273;2017-08-26 13:50:00+07;2017-08-26 15:50:00+07;Scheduled;;
396;DME;CEK;SU9;PG0273;2017-08-05 13:50:00+07;2017-08-05 15:50:00+07;Arrived;2017-08-05 13:54:00+07;2017-08-05 15:55:00+07
397;DME;CEK;SU9;PG0273;2017-08-04 13:50:00+07;2017-08-04 15:50:00+07;Arrived;2017-08-04 13:51:00+07;2017-08-04 15:50:00+07
398;DME;CEK;SU9;PG0273;2017-09-12 13:50:00+07;2017-09-12 15:50:00+07;Scheduled;;
399;DME;CEK;SU9;PG0273;2017-07-21 13:50:00+07;2017-07-21 15:50:00+07;Arrived;2017-07-21 13:53:00+07;2017-07-21 15:53:00+07
400;DME;CEK;SU9;PG0273;2017-08-17 13:50:00+07;2017-08-17 15:50:00+07;Scheduled;;
401;DME;CEK;SU9;PG0273;2017-08-29 13:50:00+07;2017-08-29 15:50:00+07;Scheduled;;
402;DME;CEK;SU9;PG0273;2017-09-05 13:50:00+07;2017-09-05 15:50:00+07;Scheduled;;
403;DME;CEK;SU9;PG0273;2017-08-03 13:50:00+07;2017-08-03 15:50:00+07;Arrived;2017-08-03 13:51:00+07;2017-08-03 15:50:00+07
404;DME;CEK;SU9;PG0273;2017-07-22 13:50:00+07;2017-07-22 15:50:00+07;Arrived;2017-07-22 13:55:00+07;2017-07-22 15:54:00+07
405;DME;CEK;SU9;PG0273;2017-08-02 13:50:00+07;2017-08-02 15:50:00+07;Arrived;2017-08-02 13:58:00+07;2017-08-02 16:00:00+07
406;DME;CEK;SU9;PG0273;2017-09-06 13:50:00+07;2017-09-06 15:50:00+07;Scheduled;;
407;DME;CEK;SU9;PG0273;2017-08-18 13:50:00+07;2017-08-18 15:50:00+07;Scheduled;;
408;DME;CEK;SU9;PG0273;2017-08-22 13:50:00+07;2017-08-22 15:50:00+07;Scheduled;;
409;DME;CEK;SU9;PG0273;2017-08-01 13:50:00+07;2017-08-01 15:50:00+07;Arrived;2017-08-01 13:53:00+07;2017-08-01 15:52:00+07
410;DME;CEK;SU9;PG0273;2017-09-11 13:50:00+07;2017-09-11 15:50:00+07;Scheduled;;
411;DME;CEK;SU9;PG0273;2017-07-23 13:50:00+07;2017-07-23 15:50:00+07;Arrived;2017-07-23 13:53:00+07;2017-07-23 15:53:00+07
412;DME;CEK;SU9;PG0273;2017-07-31 13:50:00+07;2017-07-31 15:50:00+07;Arrived;2017-07-31 13:54:00+07;2017-07-31 15:56:00+07
413;DME;CEK;SU9;PG0273;2017-09-07 13:50:00+07;2017-09-07 15:50:00+07;Scheduled;;
414;DME;CEK;SU9;PG0273;2017-07-30 13:50:00+07;2017-07-30 15:50:00+07;Arrived;2017-07-30 13:52:00+07;2017-07-30 15:53:00+07
415;DME;CEK;SU9;PG0273;2017-08-19 13:50:00+07;2017-08-19 15:50:00+07;Scheduled;;
416;DME;CEK;SU9;PG0273;2017-07-24 13:50:00+07;2017-07-24 15:50:00+07;Arrived;2017-07-24 16:03:00+07;2017-07-24 18:03:00+07
417;DME;CEK;SU9;PG0273;2017-08-28 13:50:00+07;2017-08-28 15:50:00+07;Scheduled;;
418;DME;CEK;SU9;PG0273;2017-07-29 13:50:00+07;2017-07-29 15:50:00+07;Arrived;2017-07-29 13:54:00+07;2017-07-29 15:54:00+07
419;DME;CEK;SU9;PG0273;2017-09-08 13:50:00+07;2017-09-08 15:50:00+07;Scheduled;;
420;DME;CEK;SU9;PG0273;2017-08-27 13:50:00+07;2017-08-27 15:50:00+07;Scheduled;;
421;DME;CEK;SU9;PG0273;2017-08-21 13:50:00+07;2017-08-21 15:50:00+07;Scheduled;;
422;DME;CEK;SU9;PG0273;2017-07-28 13:50:00+07;2017-07-28 15:50:00+07;Arrived;2017-07-28 13:50:00+07;2017-07-28 15:51:00+07
423;DME;CEK;SU9;PG0273;2017-07-25 13:50:00+07;2017-07-25 15:50:00+07;Arrived;2017-07-25 13:52:00+07;2017-07-25 15:52:00+07
424;DME;CEK;SU9;PG0273;2017-08-20 13:50:00+07;2017-08-20 15:50:00+07;Scheduled;;
425;DME;CEK;SU9;PG0273;2017-07-27 13:50:00+07;2017-07-27 15:50:00+07;Arrived;2017-07-27 13:51:00+07;2017-07-27 15:51:00+07
426;DME;CEK;SU9;PG0273;2017-09-09 13:50:00+07;2017-09-09 15:50:00+07;Scheduled;;
427;DME;CEK;SU9;PG0273;2017-07-26 13:50:00+07;2017-07-26 15:50:00+07;Arrived;2017-07-26 13:52:00+07;2017-07-26 15:52:00+07
428;DME;KUF;763;PG0216;2017-09-11 18:10:00+07;2017-09-11 19:15:00+07;Scheduled;;
429;DME;KUF;763;PG0216;2017-08-09 18:10:00+07;2017-08-09 19:15:00+07;Arrived;2017-08-09 18:16:00+07;2017-08-09 19:21:00+07
430;DME;KUF;763;PG0216;2017-07-31 18:10:00+07;2017-07-31 19:15:00+07;Arrived;2017-07-31 18:12:00+07;2017-07-31 19:16:00+07
431;DME;KUF;763;PG0216;2017-09-04 18:10:00+07;2017-09-04 19:15:00+07;Scheduled;;
432;DME;KUF;763;PG0216;2017-08-21 18:10:00+07;2017-08-21 19:15:00+07;Scheduled;;
433;DME;KUF;763;PG0216;2017-08-06 18:10:00+07;2017-08-06 19:15:00+07;Arrived;2017-08-06 18:14:00+07;2017-08-06 19:19:00+07
434;DME;KUF;763;PG0216;2017-08-02 18:10:00+07;2017-08-02 19:15:00+07;Arrived;2017-08-02 18:13:00+07;2017-08-02 19:18:00+07
435;DME;KUF;763;PG0216;2017-07-26 18:10:00+07;2017-07-26 19:15:00+07;Arrived;2017-07-26 18:12:00+07;2017-07-26 19:16:00+07
436;DME;KUF;763;PG0216;2017-08-15 18:10:00+07;2017-08-15 19:15:00+07;Arrived;2017-08-15 18:12:00+07;2017-08-15 19:16:00+07
437;DME;KUF;763;PG0216;2017-08-22 18:10:00+07;2017-08-22 19:15:00+07;Scheduled;;
438;DME;KUF;763;PG0216;2017-07-24 18:10:00+07;2017-07-24 19:15:00+07;Arrived;2017-07-24 18:16:00+07;2017-07-24 19:22:00+07
439;DME;KUF;763;PG0216;2017-09-02 18:10:00+07;2017-09-02 19:15:00+07;Scheduled;;
440;DME;KUF;763;PG0216;2017-07-18 18:10:00+07;2017-07-18 19:15:00+07;Arrived;2017-07-18 18:12:00+07;2017-07-18 19:17:00+07
441;DME;KUF;763;PG0216;2017-07-28 18:10:00+07;2017-07-28 19:15:00+07;Arrived;2017-07-28 21:42:00+07;2017-07-28 22:47:00+07
442;DME;KUF;763;PG0216;2017-08-01 18:10:00+07;2017-08-01 19:15:00+07;Arrived;2017-08-01 18:16:00+07;2017-08-01 19:20:00+07
443;DME;KUF;763;PG0216;2017-07-21 18:10:00+07;2017-07-21 19:15:00+07;Arrived;2017-07-21 18:12:00+07;2017-07-21 19:16:00+07
444;DME;KUF;763;PG0216;2017-09-01 18:10:00+07;2017-09-01 19:15:00+07;Scheduled;;
445;DME;KUF;763;PG0216;2017-08-18 18:10:00+07;2017-08-18 19:15:00+07;Scheduled;;
446;DME;KUF;763;PG0216;2017-09-07 18:10:00+07;2017-09-07 19:15:00+07;Scheduled;;
447;DME;KUF;763;PG0216;2017-07-29 18:10:00+07;2017-07-29 19:15:00+07;Arrived;2017-07-29 18:16:00+07;2017-07-29 19:21:00+07
448;DME;KUF;763;PG0216;2017-08-24 18:10:00+07;2017-08-24 19:15:00+07;Scheduled;;
449;DME;KUF;763;PG0216;2017-09-03 18:10:00+07;2017-09-03 19:15:00+07;Scheduled;;
450;DME;KUF;763;PG0216;2017-08-25 18:10:00+07;2017-08-25 19:15:00+07;Scheduled;;
451;DME;KUF;763;PG0216;2017-07-22 18:10:00+07;2017-07-22 19:15:00+07;Arrived;2017-07-22 18:13:00+07;2017-07-22 19:18:00+07
452;DME;KUF;763;PG0216;2017-08-20 18:10:00+07;2017-08-20 19:15:00+07;Scheduled;;
453;DME;KUF;763;PG0216;2017-08-10 18:10:00+07;2017-08-10 19:15:00+07;Arrived;2017-08-10 18:10:00+07;2017-08-10 19:15:00+07
454;DME;KUF;763;PG0216;2017-08-19 18:10:00+07;2017-08-19 19:15:00+07;Scheduled;;
455;DME;KUF;763;PG0216;2017-08-12 18:10:00+07;2017-08-12 19:15:00+07;Arrived;2017-08-12 18:13:00+07;2017-08-12 19:18:00+07
456;DME;KUF;763;PG0216;2017-09-09 18:10:00+07;2017-09-09 19:15:00+07;Scheduled;;
457;DME;KUF;763;PG0216;2017-09-10 18:10:00+07;2017-09-10 19:15:00+07;Scheduled;;
458;DME;KUF;763;PG0216;2017-08-11 18:10:00+07;2017-08-11 19:15:00+07;Arrived;2017-08-11 18:13:00+07;2017-08-11 19:18:00+07
459;DME;KUF;763;PG0216;2017-08-17 18:10:00+07;2017-08-17 19:15:00+07;Scheduled;;
460;DME;KUF;763;PG0216;2017-09-14 18:10:00+07;2017-09-14 19:15:00+07;Scheduled;;
461;DME;KUF;763;PG0216;2017-07-25 18:10:00+07;2017-07-25 19:15:00+07;Arrived;2017-07-25 18:13:00+07;2017-07-25 19:17:00+07
462;DME;KUF;763;PG0216;2017-08-05 18:10:00+07;2017-08-05 19:15:00+07;Arrived;2017-08-05 18:11:00+07;2017-08-05 19:16:00+07
463;DME;KUF;763;PG0216;2017-08-27 18:10:00+07;2017-08-27 19:15:00+07;Scheduled;;
464;DME;KUF;763;PG0216;2017-09-08 18:10:00+07;2017-09-08 19:15:00+07;Scheduled;;
465;DME;KUF;763;PG0216;2017-07-19 18:10:00+07;2017-07-19 19:15:00+07;Arrived;2017-07-19 18:12:00+07;2017-07-19 19:18:00+07
466;DME;KUF;763;PG0216;2017-09-06 18:10:00+07;2017-09-06 19:15:00+07;Scheduled;;
467;DME;KUF;763;PG0216;2017-09-13 18:10:00+07;2017-09-13 19:15:00+07;Scheduled;;
468;DME;KUF;763;PG0216;2017-08-30 18:10:00+07;2017-08-30 19:15:00+07;Scheduled;;
469;DME;KUF;763;PG0216;2017-08-14 18:10:00+07;2017-08-14 19:15:00+07;Arrived;2017-08-14 18:14:00+07;2017-08-14 19:18:00+07
470;DME;KUF;763;PG0216;2017-08-13 18:10:00+07;2017-08-13 19:15:00+07;Arrived;2017-08-13 18:15:00+07;2017-08-13 19:19:00+07
471;DME;KUF;763;PG0216;2017-07-23 18:10:00+07;2017-07-23 19:15:00+07;Arrived;2017-07-23 18:13:00+07;2017-07-23 19:18:00+07
472;DME;KUF;763;PG0216;2017-08-28 18:10:00+07;2017-08-28 19:15:00+07;Scheduled;;
473;DME;KUF;763;PG0216;2017-08-04 18:10:00+07;2017-08-04 19:15:00+07;Arrived;2017-08-04 18:11:00+07;2017-08-04 19:16:00+07
474;DME;KUF;763;PG0216;2017-08-07 18:10:00+07;2017-08-07 19:15:00+07;Arrived;2017-08-07 18:13:00+07;2017-08-07 19:18:00+07
475;DME;KUF;763;PG0216;2017-07-20 18:10:00+07;2017-07-20 19:15:00+07;Arrived;2017-07-20 18:12:00+07;2017-07-20 19:17:00+07
476;DME;KUF;763;PG0216;2017-07-30 18:10:00+07;2017-07-30 19:15:00+07;Arrived;2017-07-30 18:12:00+07;2017-07-30 19:16:00+07
477;DME;KUF;763;PG0216;2017-08-23 18:10:00+07;2017-08-23 19:15:00+07;Scheduled;;
478;DME;KUF;763;PG0216;2017-07-16 18:10:00+07;2017-07-16 19:15:00+07;Arrived;2017-07-16 18:11:00+07;2017-07-16 19:15:00+07
479;DME;KUF;763;PG0216;2017-08-08 18:10:00+07;2017-08-08 19:15:00+07;Arrived;2017-08-08 18:15:00+07;2017-08-08 19:20:00+07
480;DME;KUF;763;PG0216;2017-07-27 18:10:00+07;2017-07-27 19:15:00+07;Arrived;2017-07-27 18:12:00+07;2017-07-27 19:16:00+07
481;DME;KUF;763;PG0216;2017-09-05 18:10:00+07;2017-09-05 19:15:00+07;Scheduled;;
482;DME;KUF;763;PG0216;2017-08-03 18:10:00+07;2017-08-03 19:15:00+07;Arrived;2017-08-03 18:11:00+07;2017-08-03 19:16:00+07
483;DME;KUF;763;PG0216;2017-08-16 18:10:00+07;2017-08-16 19:15:00+07;On Time;;
484;DME;KUF;763;PG0216;2017-09-12 18:10:00+07;2017-09-12 19:15:00+07;Scheduled;;
485;DME;KUF;763;PG0216;2017-08-29 18:10:00+07;2017-08-29 19:15:00+07;Scheduled;;
486;DME;KUF;763;PG0216;2017-08-31 18:10:00+07;2017-08-31 19:15:00+07;Scheduled;;
487;DME;KUF;763;PG0216;2017-07-17 18:10:00+07;2017-07-17 19:15:00+07;Arrived;2017-07-17 18:10:00+07;2017-07-17 19:17:00+07
488;DME;KUF;763;PG0216;2017-08-26 18:10:00+07;2017-08-26 19:15:00+07;Scheduled;;
489;DME;ROV;321;PG0213;2017-08-18 23:20:00+07;2017-08-19 00:35:00+07;Scheduled;;
490;DME;ROV;321;PG0213;2017-07-22 23:20:00+07;2017-07-23 00:35:00+07;Arrived;2017-07-22 23:26:00+07;2017-07-23 00:39:00+07
491;DME;ROV;321;PG0212;2017-08-01 22:20:00+07;2017-08-01 23:35:00+07;Arrived;2017-08-01 22:27:00+07;2017-08-01 23:42:00+07
492;DME;ROV;321;PG0213;2017-08-31 23:20:00+07;2017-09-01 00:35:00+07;Scheduled;;
493;DME;ROV;321;PG0213;2017-08-01 23:20:00+07;2017-08-02 00:35:00+07;Arrived;2017-08-01 23:26:00+07;2017-08-02 00:41:00+07
494;DME;ROV;321;PG0213;2017-08-30 23:20:00+07;2017-08-31 00:35:00+07;Scheduled;;
495;DME;ROV;321;PG0213;2017-09-10 23:20:00+07;2017-09-11 00:35:00+07;Scheduled;;
496;DME;ROV;321;PG0213;2017-07-20 23:20:00+07;2017-07-21 00:35:00+07;Arrived;2017-07-20 23:21:00+07;2017-07-21 00:36:00+07
497;DME;ROV;321;PG0212;2017-09-10 22:20:00+07;2017-09-10 23:35:00+07;Scheduled;;
498;DME;ROV;321;PG0213;2017-07-16 23:20:00+07;2017-07-17 00:35:00+07;Arrived;2017-07-16 23:27:00+07;2017-07-17 00:42:00+07
499;DME;ROV;321;PG0212;2017-09-04 22:20:00+07;2017-09-04 23:35:00+07;Scheduled;;
500;DME;ROV;321;PG0213;2017-09-04 23:20:00+07;2017-09-05 00:35:00+07;Scheduled;;
501;DME;ROV;321;PG0213;2017-08-03 23:20:00+07;2017-08-04 00:35:00+07;Arrived;2017-08-03 23:23:00+07;2017-08-04 00:40:00+07
502;DME;ROV;321;PG0213;2017-08-28 23:20:00+07;2017-08-29 00:35:00+07;Scheduled;;
503;DME;ROV;321;PG0213;2017-07-31 23:20:00+07;2017-08-01 00:35:00+07;Arrived;2017-07-31 23:21:00+07;2017-08-01 00:35:00+07
504;DME;ROV;321;PG0213;2017-07-28 23:20:00+07;2017-07-29 00:35:00+07;Arrived;2017-07-28 23:24:00+07;2017-07-29 00:40:00+07
505;DME;ROV;321;PG0212;2017-07-28 22:20:00+07;2017-07-28 23:35:00+07;Arrived;2017-07-28 22:26:00+07;2017-07-28 23:41:00+07
506;DME;ROV;321;PG0212;2017-08-28 22:20:00+07;2017-08-28 23:35:00+07;Scheduled;;
507;DME;ROV;321;PG0212;2017-08-03 22:20:00+07;2017-08-03 23:35:00+07;Arrived;2017-08-03 22:25:00+07;2017-08-03 23:40:00+07
508;DME;ROV;321;PG0212;2017-07-18 22:20:00+07;2017-07-18 23:35:00+07;Arrived;2017-07-18 22:21:00+07;2017-07-18 23:36:00+07
509;DME;ROV;321;PG0213;2017-07-18 23:20:00+07;2017-07-19 00:35:00+07;Arrived;2017-07-18 23:22:00+07;2017-07-19 00:37:00+07
510;DME;ROV;321;PG0213;2017-09-02 23:20:00+07;2017-09-03 00:35:00+07;Scheduled;;
511;DME;ROV;321;PG0212;2017-09-02 22:20:00+07;2017-09-02 23:35:00+07;Scheduled;;
512;DME;ROV;321;PG0212;2017-07-31 22:20:00+07;2017-07-31 23:35:00+07;Arrived;2017-07-31 22:21:00+07;2017-07-31 23:36:00+07
513;DME;ROV;321;PG0212;2017-08-06 22:20:00+07;2017-08-06 23:35:00+07;Arrived;2017-08-06 22:21:00+07;2017-08-06 23:36:00+07
514;DME;ROV;321;PG0213;2017-07-24 23:20:00+07;2017-07-25 00:35:00+07;Arrived;2017-07-24 23:22:00+07;2017-07-25 00:36:00+07
515;DME;ROV;321;PG0213;2017-08-02 23:20:00+07;2017-08-03 00:35:00+07;Arrived;2017-08-02 23:21:00+07;2017-08-03 00:37:00+07
516;DME;ROV;321;PG0212;2017-08-02 22:20:00+07;2017-08-02 23:35:00+07;Arrived;2017-08-02 22:23:00+07;2017-08-02 23:38:00+07
517;DME;ROV;321;PG0213;2017-07-26 23:20:00+07;2017-07-27 00:35:00+07;Arrived;2017-07-26 23:22:00+07;2017-07-27 00:37:00+07
518;DME;ROV;321;PG0212;2017-07-24 22:20:00+07;2017-07-24 23:35:00+07;Arrived;2017-07-24 22:23:00+07;2017-07-24 23:40:00+07
519;DME;ROV;321;PG0212;2017-07-26 22:20:00+07;2017-07-26 23:35:00+07;Arrived;2017-07-26 22:23:00+07;2017-07-26 23:37:00+07
520;DME;ROV;321;PG0213;2017-08-06 23:20:00+07;2017-08-07 00:35:00+07;Arrived;2017-08-06 23:22:00+07;2017-08-07 00:37:00+07
521;DME;ROV;321;PG0213;2017-09-14 23:20:00+07;2017-09-15 00:35:00+07;Scheduled;;
522;DME;ROV;321;PG0212;2017-09-11 22:20:00+07;2017-09-11 23:35:00+07;Scheduled;;
523;DME;ROV;321;PG0213;2017-08-09 23:20:00+07;2017-08-10 00:35:00+07;Arrived;2017-08-09 23:24:00+07;2017-08-10 00:39:00+07
524;DME;ROV;321;PG0213;2017-09-11 23:20:00+07;2017-09-12 00:35:00+07;Scheduled;;
525;DME;ROV;321;PG0212;2017-08-09 22:20:00+07;2017-08-09 23:35:00+07;Arrived;2017-08-09 22:24:00+07;2017-08-09 23:40:00+07
526;DME;ROV;321;PG0212;2017-07-30 22:20:00+07;2017-07-30 23:35:00+07;Arrived;2017-07-30 22:22:00+07;2017-07-30 23:37:00+07
527;DME;ROV;321;PG0212;2017-09-12 22:20:00+07;2017-09-12 23:35:00+07;Scheduled;;
528;DME;ROV;321;PG0213;2017-09-12 23:20:00+07;2017-09-13 00:35:00+07;Scheduled;;
529;DME;ROV;321;PG0212;2017-09-14 22:20:00+07;2017-09-14 23:35:00+07;Scheduled;;
530;DME;ROV;321;PG0213;2017-08-21 23:20:00+07;2017-08-22 00:35:00+07;Scheduled;;
531;DME;ROV;321;PG0212;2017-08-12 22:20:00+07;2017-08-12 23:35:00+07;Arrived;2017-08-12 22:21:00+07;2017-08-12 23:36:00+07
532;DME;ROV;321;PG0213;2017-07-30 23:20:00+07;2017-07-31 00:35:00+07;Arrived;2017-07-30 23:24:00+07;2017-07-31 00:39:00+07
533;DME;ROV;321;PG0212;2017-07-16 22:20:00+07;2017-07-16 23:35:00+07;Arrived;2017-07-16 22:27:00+07;2017-07-16 23:41:00+07
534;DME;ROV;321;PG0212;2017-08-08 22:20:00+07;2017-08-08 23:35:00+07;Arrived;2017-08-08 22:26:00+07;2017-08-08 23:41:00+07
535;DME;ROV;321;PG0213;2017-08-08 23:20:00+07;2017-08-09 00:35:00+07;Arrived;2017-08-08 23:24:00+07;2017-08-09 00:38:00+07
536;DME;ROV;321;PG0212;2017-07-19 22:20:00+07;2017-07-19 23:35:00+07;Arrived;2017-07-19 22:22:00+07;2017-07-19 23:38:00+07
537;DME;ROV;321;PG0213;2017-09-05 23:20:00+07;2017-09-06 00:35:00+07;Scheduled;;
538;DME;ROV;321;PG0212;2017-09-05 22:20:00+07;2017-09-05 23:35:00+07;Scheduled;;
539;DME;ROV;321;PG0213;2017-07-19 23:20:00+07;2017-07-20 00:35:00+07;Arrived;2017-07-19 23:24:00+07;2017-07-20 00:38:00+07
540;DME;ROV;321;PG0213;2017-08-26 23:20:00+07;2017-08-27 00:35:00+07;Scheduled;;
541;DME;ROV;321;PG0212;2017-08-21 22:20:00+07;2017-08-21 23:35:00+07;Scheduled;;
542;DME;ROV;321;PG0212;2017-08-26 22:20:00+07;2017-08-26 23:35:00+07;Scheduled;;
543;DME;ROV;321;PG0213;2017-08-23 23:20:00+07;2017-08-24 00:35:00+07;Scheduled;;
544;DME;ROV;321;PG0212;2017-07-20 22:20:00+07;2017-07-20 23:35:00+07;Arrived;2017-07-20 22:23:00+07;2017-07-20 23:38:00+07
545;DME;ROV;321;PG0212;2017-08-13 22:20:00+07;2017-08-13 23:35:00+07;Arrived;2017-08-13 22:23:00+07;2017-08-13 23:37:00+07
546;DME;ROV;321;PG0213;2017-08-13 23:20:00+07;2017-08-14 00:35:00+07;Arrived;2017-08-13 23:23:00+07;2017-08-14 00:37:00+07
547;DME;ROV;321;PG0212;2017-08-24 22:20:00+07;2017-08-24 23:35:00+07;Scheduled;;
548;DME;ROV;321;PG0213;2017-08-29 23:20:00+07;2017-08-30 00:35:00+07;Scheduled;;
549;DME;ROV;321;PG0212;2017-08-23 22:20:00+07;2017-08-23 23:35:00+07;Scheduled;;
550;DME;ROV;321;PG0213;2017-08-07 23:20:00+07;2017-08-08 00:35:00+07;Arrived;2017-08-07 23:24:00+07;2017-08-08 00:39:00+07
551;DME;ROV;321;PG0212;2017-08-07 22:20:00+07;2017-08-07 23:35:00+07;Arrived;2017-08-07 22:22:00+07;2017-08-07 23:37:00+07
552;DME;ROV;321;PG0212;2017-08-27 22:20:00+07;2017-08-27 23:35:00+07;Scheduled;;
553;DME;ROV;321;PG0212;2017-09-06 22:20:00+07;2017-09-06 23:35:00+07;Scheduled;;
554;DME;ROV;321;PG0213;2017-09-06 23:20:00+07;2017-09-07 00:35:00+07;Scheduled;;
555;DME;ROV;321;PG0212;2017-08-14 22:20:00+07;2017-08-14 23:35:00+07;Arrived;2017-08-14 22:23:00+07;2017-08-14 23:37:00+07
556;DME;ROV;321;PG0213;2017-08-14 23:20:00+07;2017-08-15 00:35:00+07;Arrived;2017-08-15 02:00:00+07;2017-08-15 03:15:00+07
557;DME;ROV;321;PG0213;2017-08-27 23:20:00+07;2017-08-28 00:35:00+07;Scheduled;;
558;DME;ROV;321;PG0213;2017-07-23 23:20:00+07;2017-07-24 00:35:00+07;Arrived;2017-07-23 23:23:00+07;2017-07-24 00:38:00+07
559;DME;ROV;321;PG0212;2017-09-07 22:20:00+07;2017-09-07 23:35:00+07;Scheduled;;
560;DME;ROV;321;PG0212;2017-07-23 22:20:00+07;2017-07-23 23:35:00+07;Arrived;2017-07-23 22:22:00+07;2017-07-23 23:37:00+07
561;DME;ROV;321;PG0212;2017-08-20 22:20:00+07;2017-08-20 23:35:00+07;Scheduled;;
562;DME;ROV;321;PG0213;2017-08-05 23:20:00+07;2017-08-06 00:35:00+07;Arrived;2017-08-05 23:23:00+07;2017-08-06 00:38:00+07
563;DME;ROV;321;PG0213;2017-08-12 23:20:00+07;2017-08-13 00:35:00+07;Arrived;2017-08-12 23:24:00+07;2017-08-13 00:40:00+07
564;DME;ROV;321;PG0213;2017-08-20 23:20:00+07;2017-08-21 00:35:00+07;Scheduled;;
565;DME;ROV;321;PG0212;2017-08-30 22:20:00+07;2017-08-30 23:35:00+07;Scheduled;;
566;DME;ROV;321;PG0212;2017-08-10 22:20:00+07;2017-08-10 23:35:00+07;Arrived;2017-08-10 22:22:00+07;2017-08-10 23:37:00+07
567;DME;ROV;321;PG0212;2017-08-05 22:20:00+07;2017-08-05 23:35:00+07;Arrived;2017-08-06 00:59:00+07;2017-08-06 02:14:00+07
568;DME;ROV;321;PG0213;2017-08-11 23:20:00+07;2017-08-12 00:35:00+07;Arrived;2017-08-11 23:22:00+07;2017-08-12 00:36:00+07
569;DME;ROV;321;PG0213;2017-08-17 23:20:00+07;2017-08-18 00:35:00+07;Scheduled;;
570;DME;ROV;321;PG0212;2017-08-11 22:20:00+07;2017-08-11 23:35:00+07;Arrived;2017-08-11 22:22:00+07;2017-08-11 23:36:00+07
571;DME;ROV;321;PG0213;2017-08-10 23:20:00+07;2017-08-11 00:35:00+07;Arrived;2017-08-11 02:58:00+07;2017-08-11 04:12:00+07
572;DME;ROV;321;PG0212;2017-08-17 22:20:00+07;2017-08-17 23:35:00+07;Scheduled;;
573;DME;ROV;321;PG0212;2017-09-01 22:20:00+07;2017-09-01 23:35:00+07;Scheduled;;
574;DME;ROV;321;PG0213;2017-09-07 23:20:00+07;2017-09-08 00:35:00+07;Scheduled;;
575;DME;ROV;321;PG0212;2017-08-29 22:20:00+07;2017-08-29 23:35:00+07;Scheduled;;
576;DME;ROV;321;PG0212;2017-08-31 22:20:00+07;2017-08-31 23:35:00+07;Scheduled;;
577;DME;ROV;321;PG0213;2017-09-09 23:20:00+07;2017-09-10 00:35:00+07;Scheduled;;
578;DME;ROV;321;PG0212;2017-08-18 22:20:00+07;2017-08-18 23:35:00+07;Scheduled;;
579;DME;ROV;321;PG0212;2017-09-09 22:20:00+07;2017-09-09 23:35:00+07;Scheduled;;
580;DME;ROV;321;PG0212;2017-08-25 22:20:00+07;2017-08-25 23:35:00+07;Scheduled;;
581;DME;ROV;321;PG0213;2017-07-29 23:20:00+07;2017-07-30 00:35:00+07;Arrived;2017-07-29 23:23:00+07;2017-07-30 00:39:00+07
582;DME;ROV;321;PG0212;2017-07-29 22:20:00+07;2017-07-29 23:35:00+07;Arrived;2017-07-29 22:24:00+07;2017-07-29 23:38:00+07
583;DME;ROV;321;PG0212;2017-09-03 22:20:00+07;2017-09-03 23:35:00+07;Scheduled;;
584;DME;ROV;321;PG0213;2017-08-19 23:20:00+07;2017-08-20 00:35:00+07;Scheduled;;
585;DME;ROV;321;PG0212;2017-07-17 22:20:00+07;2017-07-17 23:35:00+07;Arrived;2017-07-17 22:27:00+07;2017-07-17 23:42:00+07
586;DME;ROV;321;PG0213;2017-07-17 23:20:00+07;2017-07-18 00:35:00+07;Arrived;2017-07-17 23:23:00+07;2017-07-18 00:36:00+07
587;DME;ROV;321;PG0213;2017-07-21 23:20:00+07;2017-07-22 00:35:00+07;Arrived;2017-07-21 23:26:00+07;2017-07-22 00:41:00+07
588;DME;ROV;321;PG0212;2017-07-21 22:20:00+07;2017-07-21 23:35:00+07;Arrived;2017-07-21 22:24:00+07;2017-07-21 23:40:00+07
589;DME;ROV;321;PG0212;2017-08-19 22:20:00+07;2017-08-19 23:35:00+07;Scheduled;;
590;DME;ROV;321;PG0212;2017-07-27 22:20:00+07;2017-07-27 23:35:00+07;Arrived;2017-07-27 22:26:00+07;2017-07-27 23:42:00+07
591;DME;ROV;321;PG0213;2017-07-25 23:20:00+07;2017-07-26 00:35:00+07;Arrived;2017-07-25 23:22:00+07;2017-07-26 00:37:00+07
592;DME;ROV;321;PG0212;2017-08-04 22:20:00+07;2017-08-04 23:35:00+07;Arrived;2017-08-04 22:25:00+07;2017-08-04 23:40:00+07
593;DME;ROV;321;PG0213;2017-07-27 23:20:00+07;2017-07-28 00:35:00+07;Arrived;2017-07-27 23:21:00+07;2017-07-28 00:36:00+07
594;DME;ROV;321;PG0213;2017-08-04 23:20:00+07;2017-08-05 00:35:00+07;Arrived;2017-08-04 23:22:00+07;2017-08-05 00:37:00+07
